Route ID,Segment,Train Number,Train Name,From,To,Departure,Arrival,Distance (km),Duration (min),Wait Before (min)
ROUTE_66,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_66,4,12980,JP BDTS  SF,SWM,KOTA,22:45:00,00:05:00,108.0,170.53,75.0
ROUTE_67,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_67,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_67,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_67,4,14709,BKN PURI EXP,SWM,KOTA,02:05:00,03:20:00,107.0,168.95,275.0
ROUTE_68,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_68,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_68,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_68,4,15636,DWARKA EXPRE,SWM,KOTA,04:50:00,06:15:00,107.0,168.95,440.0
ROUTE_69,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_69,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_69,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_69,4,16863,BGKT-MQ WKLY,SWM,KOTA,23:45:00,00:55:00,107.0,168.95,135.0
ROUTE_70,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_70,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_70,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_70,4,18208,AII  - DURG,SWM,KOTA,23:45:00,01:35:00,108.0,170.53,135.0
ROUTE_71,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_71,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_71,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_71,4,18214,JP - DURG EX,SWM,KOTA,23:45:00,01:35:00,108.0,170.53,135.0
ROUTE_72,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_72,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_72,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_72,4,18574,BGKT-VSKP WE,SWM,KOTA,22:45:00,00:05:00,107.0,168.95,75.0
ROUTE_73,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_73,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_73,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_73,4,19713,JP SC EXP,SWM,KOTA,23:15:00,00:30:00,108.0,170.53,105.0
ROUTE_74,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_74,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_74,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_74,4,22632,BKN-MAS  ANU,SWM,KOTA,23:45:00,01:00:00,107.0,168.95,135.0
ROUTE_75,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_75,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_75,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_75,4,22634,NZM TVC SF E,SWM,KOTA,04:50:00,06:15:00,108.0,170.53,440.0
ROUTE_76,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_76,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_76,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_76,4,22918,HW BDTS SF E,SWM,KOTA,04:50:00,06:15:00,108.0,170.53,440.0
ROUTE_77,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_77,2,17229,KCVL-HYB SAB,NLR,SKM,03:13:00,04:14:00,88.0,138.95,416.0
ROUTE_77,3,17229,KCVL-HYB SAB,SKM,QLN,04:15:00,08:15:00,1047.0,1047.0,0.0
ROUTE_77,4,12483,KCVL EXPRESS,QLN,KOTA,10:25:00,02:55:00,2329.0,2409.31,130.0
ROUTE_78,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_78,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_78,3,12925,PASCHIM EXPR,SGZ,RMA,00:26:00,01:08:00,57.0,90.0,263.0
ROUTE_78,4,11203,NAGPUR JAIPU,RMA,KOTA,03:13:00,04:25:00,73.0,115.26,125.0
ROUTE_79,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_79,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_79,3,12925,PASCHIM EXPR,SGZ,RMA,00:26:00,01:08:00,57.0,90.0,263.0
ROUTE_79,4,12925,PASCHIM EXPR,RMA,KOTA,01:10:00,02:10:00,72.0,113.68,0.0
ROUTE_80,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_80,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_80,3,12925,PASCHIM EXPR,SGZ,RMA,00:26:00,01:08:00,57.0,90.0,263.0
ROUTE_80,4,12939,PUNE JAIPUR,RMA,KOTA,08:07:00,09:20:00,72.0,113.68,419.0
ROUTE_81,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_81,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_81,3,12925,PASCHIM EXPR,SGZ,RMA,00:26:00,01:08:00,57.0,90.0,263.0
ROUTE_81,4,12941,BVC ASANSOL,RMA,KOTA,08:50:00,09:40:00,72.0,113.68,462.0
ROUTE_82,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_82,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_82,3,12925,PASCHIM EXPR,SGZ,RMA,00:26:00,01:08:00,57.0,90.0,263.0
ROUTE_82,4,12955,BCT JP SF EX,RMA,KOTA,07:42:00,08:50:00,72.0,113.68,394.0
ROUTE_83,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_83,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_83,3,12925,PASCHIM EXPR,SGZ,RMA,00:26:00,01:08:00,57.0,90.0,263.0
ROUTE_83,4,22933,BDTS JP SF E,RMA,KOTA,05:34:00,06:30:00,72.0,113.68,266.0
ROUTE_84,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_84,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_84,3,12967,JAIPUR EXP,SGZ,BWM,00:16:00,00:38:00,29.0,45.79,253.0
ROUTE_84,4,16864,MQ-BGKT,BWM,KOTA,05:04:00,06:15:00,101.0,159.47,266.0
ROUTE_85,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_85,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_85,3,12967,JAIPUR EXP,SGZ,BWM,00:16:00,00:38:00,29.0,45.79,253.0
ROUTE_85,4,19021,BDTS LJN EXP,BWM,KOTA,01:10:00,02:40:00,100.0,157.89,32.0
ROUTE_86,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_86,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_86,3,12967,JAIPUR EXP,SGZ,BWM,00:16:00,00:38:00,29.0,45.79,253.0
ROUTE_86,4,22941,INDB JAT SF,BWM,KOTA,04:50:00,06:10:00,100.0,157.89,252.0
ROUTE_87,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_87,2,12548,ADI-AF SUPER,ADI,BTE,16:55:00,06:55:00,811.0,884.73,435.0
ROUTE_87,3,12035,JP AF SHATAB,BTE,AF,09:24:00,10:35:00,53.0,83.68,149.0
ROUTE_87,4,12938,GARBHA EXPRE,AF,KOTA,18:05:00,00:05:00,329.0,394.8,450.0
ROUTE_88,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_88,2,12957,SWARNA J RAJ,ADI,NDLS,17:40:00,07:30:00,931.0,1015.64,480.0
ROUTE_88,3,19566,UTTARANCHAL,NDLS,DEE,13:25:00,13:50:00,6.0,9.47,355.0
ROUTE_88,4,12416,INTERCITY  E,DEE,KOTA,21:10:00,04:40:00,462.0,554.4,440.0
ROUTE_89,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_89,2,22953,GUJARAT EXPR,ADI,BVI,14:40:00,06:22:00,461.0,553.2,300.0
ROUTE_89,3,12932,BCT DOUBLEDE,BVI,BCT,12:17:00,13:00:00,29.0,45.79,355.0
ROUTE_89,4,12953,AUG KR RAJ E,BCT,KOTA,17:40:00,05:10:00,918.0,1001.45,280.0
ROUTE_90,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_90,2,22953,GUJARAT EXPR,ADI,BVI,14:40:00,06:22:00,461.0,553.2,300.0
ROUTE_90,3,22953,GUJARAT EXPR,BVI,BOR,06:27:00,07:26:00,69.0,108.95,0.0
ROUTE_90,4,19023,FZR JANATA E,BOR,KOTA,09:34:00,01:25:00,820.0,894.55,128.0
ROUTE_91,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_91,2,11013,COIMBATORE E,PUNE,KWV,01:55:00,04:33:00,187.0,249.33,0.0
ROUTE_91,3,11013,COIMBATORE E,KWV,SUR,04:35:00,06:25:00,79.0,124.74,0.0
ROUTE_91,4,19419,MAS ADI EXPR,SUR,PUNE,12:25:00,17:10:00,266.0,354.67,360.0
ROUTE_91,5,12494,NZM-PUNE AC,PUNE,KOTA,21:25:00,03:00:00,1051.0,1051.0,255.0
ROUTE_92,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_92,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_92,3,12969,CBE JAIPUR E,UJN,NAD,21:35:00,22:45:00,55.0,86.84,0.0
ROUTE_92,4,12925,PASCHIM EXPR,NAD,SGZ,23:25:00,00:24:00,92.0,145.26,40.0
ROUTE_92,5,22631,MAS-BKN ANUR,SGZ,KOTA,04:45:00,06:15:00,129.0,203.68,261.0
ROUTE_93,1,12648,KONGU EXPRES,CBE,RKM,09:15:00,10:54:00,2471.0,2556.21,0.0
ROUTE_93,2,12648,KONGU EXPRES,RKM,AGC,10:56:00,11:10:00,3.0,4.74,0.0
ROUTE_93,3,13008,U A TOOFAN E,AGC,IDH,12:15:00,12:30:00,1.0,1.58,65.0
ROUTE_93,4,13008,U A TOOFAN E,IDH,AF,12:32:00,12:55:00,2.0,3.16,0.0
ROUTE_93,5,12938,GARBHA EXPRE,AF,KOTA,18:05:00,00:05:00,329.0,394.8,310.0
ROUTE_94,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_94,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_94,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_94,4,19020,DEHRADUN EXP,SWM,IDG,05:25:00,05:53:00,37.0,58.42,475.0
ROUTE_94,5,13237,PNBE- KOTA,IDG,KOTA,11:28:00,12:55:00,71.0,112.11,335.0
ROUTE_95,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_95,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_95,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_95,4,19020,DEHRADUN EXP,SWM,IDG,05:25:00,05:53:00,37.0,58.42,475.0
ROUTE_95,5,13239,PNBE-KOTA EX,IDG,KOTA,11:28:00,12:55:00,71.0,112.11,335.0
ROUTE_96,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_96,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_96,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_96,4,19020,DEHRADUN EXP,SWM,IDG,05:25:00,05:53:00,37.0,58.42,475.0
ROUTE_96,5,18244,BGKT-BSP EXP,IDG,KOTA,10:50:00,11:40:00,71.0,112.11,297.0
ROUTE_97,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_97,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_97,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_97,4,19020,DEHRADUN EXP,SWM,IDG,05:25:00,05:53:00,37.0,58.42,475.0
ROUTE_97,5,18246,BKN-BSP EXP,IDG,KOTA,10:50:00,11:40:00,71.0,112.11,297.0
ROUTE_98,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_98,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_98,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_98,4,19020,DEHRADUN EXP,SWM,IDG,05:25:00,05:53:00,37.0,58.42,475.0
ROUTE_98,5,19806,UHP-KOTA WEE,IDG,KOTA,09:55:00,11:10:00,71.0,112.11,242.0
ROUTE_99,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_99,2,16613,RJT CBE WKLY,ADI,ND,10:00:00,10:50:00,45.0,71.05,0.0
ROUTE_99,3,16613,RJT CBE WKLY,ND,ANND,10:51:00,11:10:00,19.0,30.0,0.0
ROUTE_99,4,16613,RJT CBE WKLY,ANND,BRC,11:11:00,11:52:00,35.0,55.26,0.0
ROUTE_99,5,12217,KERALA S.KRA,BRC,KOTA,17:56:00,02:55:00,527.0,574.91,364.0
ROUTE_100,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_100,2,16613,RJT CBE WKLY,ADI,ND,10:00:00,10:50:00,45.0,71.05,0.0
ROUTE_100,3,16613,RJT CBE WKLY,ND,ANND,10:51:00,11:10:00,19.0,30.0,0.0
ROUTE_100,4,16613,RJT CBE WKLY,ANND,BRC,11:11:00,11:52:00,35.0,55.26,0.0
ROUTE_100,5,22659,KCVL-DDN  EX,BRC,KOTA,17:56:00,02:55:00,527.0,574.91,364.0
ROUTE_101,1,12648,KONGU EXPRES,CBE,RKM,09:15:00,10:54:00,2471.0,2556.21,0.0
ROUTE_101,2,12648,KONGU EXPRES,RKM,AGC,10:56:00,11:10:00,3.0,4.74,0.0
ROUTE_101,3,64951,BXN-AGC,AGC,BAMA,17:20:00,14:16:00,79.0,124.74,370.0
ROUTE_101,4,59813,KOTA-JAB PAS,BAMA,BR,14:52:00,15:03:00,5.0,7.89,36.0
ROUTE_101,5,59813,KOTA-JAB PAS,BR,KPTN,15:04:00,07:34:00,240.0,320.0,0.0
ROUTE_101,6,22982,KOTA-HMH -KO,KPTN,KOTA,09:07:00,09:50:00,13.0,20.53,93.0
ROUTE_102,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_102,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_102,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_102,4,19020,DEHRADUN EXP,SWM,IDG,05:25:00,05:53:00,37.0,58.42,475.0
ROUTE_102,5,19020,DEHRADUN EXP,IDG,LKE,05:55:00,06:05:00,10.0,15.79,0.0
ROUTE_102,6,12466,INTERCITY EX,LKE,KOTA,14:03:00,14:45:00,61.0,96.32,478.0
