Route ID,Segment,Train Number,Train Name,From,To,Departure,Arrival,Distance (km),Duration (min),Wait Before (min)
ROUTE_58,6,12218,KERALA S.KRA,KCVL,NDLS,14:45:00,13:20:00,2841.0,2938.97,0.0
ROUTE_59,1,16791,PUU-PGT PALA,PGT,KKZ,13:20:00,03:41:00,328.0,393.6,0.0
ROUTE_59,2,16791,PUU-PGT PALA,KKZ,EKN,03:42:00,03:48:00,7.0,11.05,0.0
ROUTE_59,3,16791,PUU-PGT PALA,EKN,KUV,03:49:00,03:56:00,5.0,7.89,0.0
ROUTE_59,4,16791,PUU-PGT PALA,KUV,KLQ,03:57:00,04:03:00,7.0,11.05,0.0
ROUTE_59,5,16791,PUU-PGT PALA,KLQ,QLN,04:04:00,04:35:00,6.0,9.47,0.0
ROUTE_59,6,12217,KERALA S.KRA,QLN,NDLS,10:25:00,11:20:00,2784.0,2880.0,350.0
ROUTE_60,1,16791,PUU-PGT PALA,PGT,KKZ,13:20:00,03:41:00,328.0,393.6,0.0
ROUTE_60,2,16791,PUU-PGT PALA,KKZ,EKN,03:42:00,03:48:00,7.0,11.05,0.0
ROUTE_60,3,16791,PUU-PGT PALA,EKN,KUV,03:49:00,03:56:00,5.0,7.89,0.0
ROUTE_60,4,16791,PUU-PGT PALA,KUV,KLQ,03:57:00,04:03:00,7.0,11.05,0.0
ROUTE_60,5,16791,PUU-PGT PALA,KLQ,QLN,04:04:00,04:35:00,6.0,9.47,0.0
ROUTE_60,6,12257,YPR-KCVL EXP,QLN,KCVL,11:35:00,13:00:00,59.0,93.16,420.0
ROUTE_60,7,12218,KERALA S.KRA,KCVL,NDLS,14:45:00,13:20:00,2841.0,2938.97,105.0
ROUTE_61,1,22476,CBE BKN AC S,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0
ROUTE_61,2,12431,TVC-NZM RAJD,BRC,KOTA,00:24:00,06:45:00,528.0,576.0,293.0
ROUTE_61,3,12431,TVC-NZM RAJD,KOTA,NZM,06:55:00,12:40:00,447.0,536.4,0.0
ROUTE_61,4,64461,NZM KKDE MEM,NZM,KHKN,18:10:00,19:12:00,25.0,39.47,330.0
ROUTE_61,5,64461,NZM KKDE MEM,KHKN,HUK,19:13:00,19:18:00,4.0,6.32,0.0
ROUTE_61,6,64461,NZM KKDE MEM,HUK,NUR,19:19:00,19:24:00,5.0,7.89,0.0
ROUTE_61,7,64461,NZM KKDE MEM,NUR,RDDE,19:25:00,19:31:00,7.0,11.05,0.0
ROUTE_61,8,64461,NZM KKDE MEM,RDDE,HNN,19:32:00,19:38:00,5.0,7.89,0.0
ROUTE_61,9,64461,NZM KKDE MEM,HNN,SNP,19:39:00,19:43:00,5.0,7.89,0.0
ROUTE_61,10,19806,UHP-KOTA WEE,SNP,NDLS,01:56:00,03:10:00,44.0,69.47,373.0
ROUTE_62,1,22476,CBE BKN AC S,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0
ROUTE_62,2,22476,CBE BKN AC S,BRC,ANND,19:41:00,20:11:00,36.0,56.84,0.0
ROUTE_62,3,22476,CBE BKN AC S,ANND,ADI,20:13:00,21:45:00,64.0,101.05,0.0
ROUTE_62,4,22476,CBE BKN AC S,ADI,MSH,22:10:00,00:09:00,68.0,107.37,0.0
ROUTE_62,5,22476,CBE BKN AC S,MSH,PNU,00:11:00,01:53:00,66.0,104.21,0.0
ROUTE_62,6,22476,CBE BKN AC S,PNU,ABR,01:55:00,02:40:00,53.0,83.68,0.0
ROUTE_62,7,22476,CBE BKN AC S,ABR,FA,02:50:00,04:23:00,98.0,154.74,0.0
ROUTE_62,8,22476,CBE BKN AC S,FA,MJ,04:25:00,05:40:00,65.0,102.63,0.0
ROUTE_62,9,15013,RANIKHET EXP,MJ,AII,09:20:00,12:00:00,139.0,219.47,220.0
ROUTE_62,10,12016,AII-NDLS SHA,AII,NDLS,15:45:00,22:40:00,442.0,530.4,225.0
